TIME,REF_SPEED,SPEED
5318.0,300.0,348.0
5369.0,300.0,348.0
5422.0,300.0,336.0
5473.0,300.0,336.0
5525.0,300.0,348.0
5576.0,300.0,348.0
5627.0,300.0,324.0
5680.0,300.0,348.0
5731.0,300.0,348.0
5783.0,300.0,336.0
5834.0,300.0,348.0
5886.0,300.0,336.0
5938.0,300.0,348.0
5990.0,300.0,336.0
6041.0,300.0,348.0
6093.0,300.0,336.0
6145.0,300.0,336.0
6196.0,300.0,348.0
6248.0,300.0,348.0
6299.0,300.0,336.0
6351.0,300.0,336.0
6403.0,300.0,348.0
6455.0,300.0,348.0
6506.0,300.0,336.0
6558.0,300.0,336.0
6609.0,300.0,348.0
6662.0,300.0,336.0
6713.0,300.0,336.0
6764.0,300.0,348.0
6816.0,300.0,348.0
6867.0,300.0,336.0
6920.0,300.0,336.0
6971.0,300.0,348.0
7023.0,300.0,336.0
7074.0,300.0,336.0
7127.0,300.0,348.0
7178.0,300.0,348.0
7230.0,300.0,336.0
7281.0,300.0,336.0
7333.0,300.0,348.0
7385.0,300.0,348.0
7436.0,300.0,324.0
7488.0,300.0,348.0
7539.0,300.0,348.0
7591.0,300.0,336.0
7643.0,300.0,336.0
7695.0,300.0,348.0
7746.0,300.0,336.0
7798.0,300.0,336.0
7849.0,300.0,336.0
7902.0,300.0,348.0
7953.0,300.0,336.0
8004.0,300.0,336.0
8056.0,300.0,348.0
8108.0,300.0,348.0
8160.0,300.0,324.0
8211.0,300.0,348.0
8263.0,300.0,336.0
8314.0,300.0,336.0
8367.0,300.0,336.0
8418.0,300.0,348.0
8470.0,300.0,336.0
8521.0,300.0,336.0
8572.0,300.0,336.0
8625.0,300.0,348.0
8676.0,300.0,336.0
8728.0,300.0,336.0
8779.0,300.0,336.0
8832.0,300.0,348.0
8883.0,300.0,324.0
8935.0,300.0,336.0
8986.0,300.0,348.0
9038.0,300.0,336.0
9090.0,300.0,324.0
9141.0,300.0,348.0
9193.0,300.0,348.0
9244.0,300.0,324.0
9296.0,300.0,336.0
9348.0,300.0,348.0
9400.0,300.0,336.0
9451.0,300.0,324.0
9503.0,300.0,348.0
9554.0,300.0,336.0
9607.0,300.0,336.0
9658.0,300.0,336.0
9709.0,300.0,348.0
9761.0,300.0,336.0
9812.0,300.0,324.0
9865.0,300.0,348.0
9916.0,300.0,336.0
9968.0,300.0,336.0
10019.0,2000.0,336.0
10072.0,2000.0,612.0
10123.0,2000.0,1020.0
10175.0,2000.0,1296.0
10227.0,2000.0,1464.0
10278.0,2000.0,1572.0
10331.0,2000.0,1656.0
10382.0,2000.0,1728.0
10434.0,2000.0,1752.0
10486.0,2000.0,1776.0
10537.0,2000.0,1800.0
10590.0,2000.0,1812.0
10641.0,2000.0,1824.0
10693.0,2000.0,1824.0
10745.0,2000.0,1836.0
10797.0,2000.0,1836.0
10849.0,2000.0,1836.0
10901.0,2000.0,1836.0
10952.0,2000.0,1836.0
11004.0,2000.0,1836.0
11056.0,2000.0,1836.0
11108.0,2000.0,1836.0
11160.0,2000.0,1836.0
11211.0,2000.0,1836.0
11264.0,2000.0,1836.0
11315.0,2000.0,1836.0
11367.0,2000.0,1824.0
11419.0,2000.0,1836.0
11470.0,2000.0,1836.0
11523.0,2000.0,1836.0
11575.0,2000.0,1836.0
11626.0,2000.0,1836.0
11678.0,2000.0,1836.0
11729.0,2000.0,1836.0
11782.0,2000.0,1836.0
11834.0,2000.0,1848.0
11885.0,2000.0,1836.0
11937.0,2000.0,1836.0
11988.0,2000.0,1848.0
12041.0,2000.0,1836.0
12093.0,2000.0,1848.0
12144.0,2000.0,1836.0
12196.0,2000.0,1848.0
12249.0,2000.0,1836.0
12300.0,2000.0,1836.0
12352.0,2000.0,1848.0
12403.0,2000.0,1848.0
12455.0,2000.0,1848.0
12508.0,2000.0,1836.0
12559.0,2000.0,1848.0
12611.0,2000.0,1836.0
12663.0,2000.0,1836.0
12715.0,2000.0,1836.0
12767.0,2000.0,1848.0
12818.0,2000.0,1848.0
12870.0,2000.0,1848.0
12922.0,2000.0,1848.0
12974.0,2000.0,1836.0
13026.0,2000.0,1836.0
13077.0,2000.0,1848.0
13129.0,2000.0,1836.0
13181.0,2000.0,1836.0
13233.0,2000.0,1848.0
13285.0,2000.0,1848.0
13337.0,2000.0,1848.0
13388.0,2000.0,1848.0
13441.0,2000.0,1848.0
13492.0,2000.0,1848.0
13544.0,2000.0,1848.0
13596.0,2000.0,1848.0
13647.0,2000.0,1848.0
13700.0,2000.0,1848.0
13751.0,2000.0,1836.0
13803.0,2000.0,1836.0
13855.0,2000.0,1836.0
13906.0,2000.0,1836.0
13959.0,2000.0,1848.0
14011.0,2000.0,1836.0
14062.0,2000.0,1848.0
14114.0,2000.0,1848.0
14166.0,2000.0,1836.0
14218.0,2000.0,1848.0
14270.0,2000.0,1836.0
14321.0,2000.0,1836.0
14373.0,2000.0,1848.0
14425.0,2000.0,1836.0
14477.0,2000.0,1836.0
14529.0,2000.0,1836.0
14580.0,2000.0,1836.0
14632.0,2000.0,1848.0
14685.0,2000.0,1836.0
14736.0,2000.0,1836.0
14788.0,2000.0,1836.0
14839.0,2000.0,1836.0
14892.0,2000.0,1848.0
14944.0,2000.0,1848.0
14995.0,2000.0,1836.0
15047.0,2000.0,1836.0
15099.0,2000.0,1836.0
15151.0,2000.0,1848.0
15203.0,2000.0,1836.0
15254.0,2000.0,1836.0
15306.0,2000.0,1836.0
15358.0,2000.0,1848.0
15410.0,2000.0,1836.0
15462.0,2000.0,1848.0
15513.0,2000.0,1848.0
15565.0,2000.0,1848.0
15618.0,2000.0,1848.0
15669.0,2000.0,1848.0
15721.0,2000.0,1848.0
15773.0,2000.0,1848.0
15824.0,2000.0,1848.0
15877.0,2000.0,1848.0
15928.0,2000.0,1848.0
15980.0,2000.0,1848.0
16032.0,2000.0,1848.0
16083.0,2000.0,1848.0
16136.0,2000.0,1848.0
16187.0,2000.0,1848.0
16239.0,2000.0,1848.0
16291.0,2000.0,1848.0
16343.0,2000.0,1848.0
16395.0,2000.0,1848.0
16447.0,2000.0,1848.0
16498.0,2000.0,1848.0
16550.0,2000.0,1848.0
16602.0,2000.0,1848.0
16654.0,2000.0,1848.0
16706.0,2000.0,1836.0
16757.0,2000.0,1848.0
16809.0,2000.0,1848.0
16862.0,2000.0,1860.0
16913.0,2000.0,1848.0
16965.0,2000.0,1848.0
17016.0,2000.0,1848.0
17069.0,2000.0,1848.0
17121.0,2000.0,1848.0
17172.0,2000.0,1848.0
17224.0,2000.0,1848.0
17275.0,2000.0,1848.0
17328.0,2000.0,1860.0
17380.0,2000.0,1860.0
17431.0,2000.0,1848.0
17483.0,2000.0,1860.0
17536.0,2000.0,1848.0
17587.0,2000.0,1860.0
17639.0,2000.0,1860.0
17690.0,2000.0,1848.0
17742.0,2000.0,1860.0
17795.0,2000.0,1860.0
17846.0,2000.0,1848.0
17898.0,2000.0,1848.0
17949.0,2000.0,1860.0
18001.0,2000.0,1848.0
18054.0,2000.0,1848.0
18105.0,2000.0,1860.0
18157.0,2000.0,1848.0
18209.0,2000.0,1860.0
18260.0,2000.0,1848.0
18313.0,2000.0,1860.0
18364.0,2000.0,1848.0
18416.0,2000.0,1848.0
18468.0,2000.0,1848.0
18520.0,2000.0,1848.0
18572.0,2000.0,1836.0
18623.0,2000.0,1836.0
18675.0,2000.0,1848.0
18727.0,2000.0,1848.0
18779.0,2000.0,1848.0
18831.0,2000.0,1848.0
18883.0,2000.0,1848.0
18934.0,2000.0,1848.0
18987.0,2000.0,1848.0
19038.0,2000.0,1848.0
19090.0,2000.0,1848.0
19142.0,2000.0,1848.0
19193.0,2000.0,1848.0
19246.0,2000.0,1848.0
19297.0,2000.0,1848.0
19349.0,2000.0,1836.0
19401.0,2000.0,1836.0
19452.0,2000.0,1848.0
19505.0,2000.0,1848.0
19557.0,2000.0,1860.0
19608.0,2000.0,1848.0
19660.0,2000.0,1848.0
19712.0,2000.0,1848.0
19764.0,2000.0,1848.0
19816.0,2000.0,1848.0
19867.0,2000.0,1836.0
19919.0,2000.0,1848.0
19972.0,2000.0,1848.0
20023.0,2500.0,1848.0
20075.0,2500.0,1932.0
20126.0,2500.0,2076.0
20178.0,2500.0,2160.0
20231.0,2500.0,2220.0
20282.0,2500.0,2256.0
20334.0,2500.0,2280.0
20386.0,2500.0,2292.0
20438.0,2500.0,2304.0
20490.0,2500.0,2304.0
20541.0,2500.0,2328.0
20593.0,2500.0,2328.0
20645.0,2500.0,2328.0
20697.0,2500.0,2328.0
20749.0,2500.0,2328.0
20801.0,2500.0,2328.0
20852.0,2500.0,2328.0
20904.0,2500.0,2340.0
20956.0,2500.0,2328.0
21008.0,2500.0,2328.0
21060.0,2500.0,2328.0
21111.0,2500.0,2328.0
21164.0,2500.0,2328.0
21216.0,2500.0,2328.0
21267.0,2500.0,2328.0
21319.0,2500.0,2328.0
21370.0,2500.0,2328.0
21423.0,2500.0,2328.0
21475.0,2500.0,2340.0
21526.0,2500.0,2340.0
21578.0,2500.0,2340.0
21630.0,2500.0,2328.0
21682.0,2500.0,2328.0
21734.0,2500.0,2340.0
21785.0,2500.0,2340.0
21837.0,2500.0,2340.0
21890.0,2500.0,2328.0
21941.0,2500.0,2328.0
21993.0,2500.0,2340.0
22045.0,2500.0,2352.0
22096.0,2500.0,2340.0
22149.0,2500.0,2352.0
22201.0,2500.0,2340.0
22252.0,2500.0,2340.0
22304.0,2500.0,2352.0
22355.0,2500.0,2352.0
22408.0,2500.0,2340.0
22460.0,2500.0,2340.0
22511.0,2500.0,2340.0
22563.0,2500.0,2340.0
22616.0,2500.0,2340.0
22667.0,2500.0,2340.0
22719.0,2500.0,2352.0
22770.0,2500.0,2340.0
22822.0,2500.0,2352.0
22875.0,2500.0,2340.0
22926.0,2500.0,2340.0
22978.0,2500.0,2340.0
23030.0,2500.0,2340.0
23081.0,2500.0,2340.0
23134.0,2500.0,2340.0
23186.0,2500.0,2352.0
23237.0,2500.0,2340.0
23289.0,2500.0,2352.0
23341.0,2500.0,2340.0
23393.0,2500.0,2340.0
23445.0,2500.0,2352.0
23496.0,2500.0,2340.0
23548.0,2500.0,2340.0
23601.0,2500.0,2340.0
23652.0,2500.0,2340.0
23704.0,2500.0,2352.0
23755.0,2500.0,2340.0
23808.0,2500.0,2340.0
23860.0,2500.0,2340.0
23911.0,2500.0,2352.0
23963.0,2500.0,2340.0
24015.0,2500.0,2352.0
24067.0,2500.0,2340.0
24119.0,2500.0,2340.0
24171.0,2500.0,2340.0
24222.0,2500.0,2340.0
24274.0,2500.0,2340.0
24326.0,2500.0,2340.0
24378.0,2500.0,2340.0
24430.0,2500.0,2340.0
24481.0,2500.0,2340.0
24534.0,2500.0,2340.0
24586.0,2500.0,2340.0
24637.0,2500.0,2340.0
24689.0,2500.0,2340.0
24740.0,2500.0,2352.0
24793.0,2500.0,2340.0
24845.0,2500.0,2352.0
24896.0,2500.0,2340.0
24948.0,2500.0,2352.0
25000.0,2500.0,2340.0
25052.0,2500.0,2340.0
25104.0,2500.0,2340.0
25155.0,2500.0,2340.0
25207.0,2500.0,2352.0
25260.0,2500.0,2352.0
25311.0,2500.0,2340.0
25363.0,2500.0,2352.0
25415.0,2500.0,2340.0
25466.0,2500.0,2352.0
25519.0,2500.0,2340.0
25571.0,2500.0,2340.0
25622.0,2500.0,2340.0
25674.0,2500.0,2340.0
25725.0,2500.0,2340.0
25778.0,2500.0,2340.0
25830.0,2500.0,2340.0
25881.0,2500.0,2352.0
25933.0,2500.0,2340.0
25986.0,2500.0,2352.0
26037.0,2500.0,2340.0
26089.0,2500.0,2352.0
26140.0,2500.0,2340.0
26192.0,2500.0,2352.0
26245.0,2500.0,2340.0
26296.0,2500.0,2340.0
26348.0,2500.0,2340.0
26400.0,2500.0,2352.0
26451.0,2500.0,2340.0
26504.0,2500.0,2352.0
26555.0,2500.0,2340.0
26607.0,2500.0,2352.0
26659.0,2500.0,2340.0
26711.0,2500.0,2352.0
26763.0,2500.0,2340.0
26815.0,2500.0,2352.0
26866.0,2500.0,2340.0
26918.0,2500.0,2340.0
26971.0,2500.0,2340.0
27022.0,2500.0,2340.0
27074.0,2500.0,2340.0
27125.0,2500.0,2352.0
27177.0,2500.0,2340.0
27230.0,2500.0,2352.0
27281.0,2500.0,2340.0
27333.0,2500.0,2340.0
27385.0,2500.0,2340.0
27437.0,2500.0,2352.0
27489.0,2500.0,2340.0
27540.0,2500.0,2340.0
27592.0,2500.0,2340.0
27644.0,2500.0,2340.0
27696.0,2500.0,2340.0
27748.0,2500.0,2352.0
27800.0,2500.0,2340.0
27851.0,2500.0,2340.0
27904.0,2500.0,2340.0
27956.0,2500.0,2340.0
28007.0,2500.0,2340.0
28059.0,2500.0,2352.0
28110.0,2500.0,2340.0
28163.0,2500.0,2352.0
28215.0,2500.0,2340.0
28266.0,2500.0,2352.0
28318.0,2500.0,2340.0
28370.0,2500.0,2352.0
28422.0,2500.0,2340.0
28474.0,2500.0,2352.0
28525.0,2500.0,2340.0
28577.0,2500.0,2340.0
28630.0,2500.0,2340.0
28681.0,2500.0,2340.0
28733.0,2500.0,2352.0
28785.0,2500.0,2340.0
28836.0,2500.0,2340.0
28889.0,2500.0,2340.0
28940.0,2500.0,2340.0
28992.0,2500.0,2340.0
29044.0,2500.0,2340.0
29095.0,2500.0,2340.0
29148.0,2500.0,2340.0
29200.0,2500.0,2352.0
29251.0,2500.0,2340.0
29303.0,2500.0,2340.0
29356.0,2500.0,2352.0
29407.0,2500.0,2340.0
29459.0,2500.0,2352.0
29510.0,2500.0,2340.0
29562.0,2500.0,2352.0
29615.0,2500.0,2340.0
29666.0,2500.0,2352.0
29718.0,2500.0,2340.0
29770.0,2500.0,2352.0
29821.0,2500.0,2340.0
29874.0,2500.0,2340.0
29925.0,2500.0,2340.0
29977.0,2500.0,2352.0
30029.0,3000.0,2340.0
30081.0,3000.0,2424.0
30133.0,3000.0,2556.0
30185.0,3000.0,2652.0
30236.0,3000.0,2688.0
30288.0,3000.0,2712.0
30340.0,3000.0,2736.0
30392.0,3000.0,2748.0
30444.0,3000.0,2748.0
30495.0,3000.0,2760.0
30547.0,3000.0,2760.0
30600.0,3000.0,2760.0
30651.0,3000.0,2772.0
30703.0,3000.0,2760.0
30754.0,3000.0,2772.0
30807.0,3000.0,2772.0
30859.0,3000.0,2772.0
30910.0,3000.0,2772.0
30962.0,3000.0,2784.0
31014.0,3000.0,2772.0
31066.0,3000.0,2772.0
31118.0,3000.0,2772.0
31169.0,3000.0,2760.0
31221.0,3000.0,2760.0
31273.0,3000.0,2772.0
31325.0,3000.0,2772.0
31377.0,3000.0,2772.0
31429.0,3000.0,2772.0
31480.0,3000.0,2772.0
31533.0,3000.0,2772.0
31584.0,3000.0,2760.0
31636.0,3000.0,2760.0
31688.0,3000.0,2760.0
31739.0,3000.0,2772.0
31792.0,3000.0,2772.0
31844.0,3000.0,2772.0
31895.0,3000.0,2760.0
31947.0,3000.0,2760.0
31998.0,3000.0,2760.0
32051.0,3000.0,2760.0
32103.0,3000.0,2760.0
32154.0,3000.0,2772.0
32206.0,3000.0,2772.0
32259.0,3000.0,2772.0
32310.0,3000.0,2772.0
32362.0,3000.0,2760.0
32413.0,3000.0,2760.0
32465.0,3000.0,2760.0
32518.0,3000.0,2772.0
32569.0,3000.0,2772.0
32621.0,3000.0,2772.0
32673.0,3000.0,2772.0
32724.0,3000.0,2772.0
32777.0,3000.0,2772.0
32828.0,3000.0,2772.0
32880.0,3000.0,2772.0
32932.0,3000.0,2772.0
32984.0,3000.0,2772.0
33036.0,3000.0,2772.0
33087.0,3000.0,2772.0
33139.0,3000.0,2772.0
33191.0,3000.0,2772.0
33243.0,3000.0,2772.0
33295.0,3000.0,2772.0
33347.0,3000.0,2772.0
33398.0,3000.0,2760.0
33451.0,3000.0,2760.0
33502.0,3000.0,2772.0
33554.0,3000.0,2772.0
33606.0,3000.0,2772.0
33657.0,3000.0,2772.0
33710.0,3000.0,2784.0
33762.0,3000.0,2772.0
33813.0,3000.0,2772.0
33865.0,3000.0,2772.0
33916.0,3000.0,2772.0
33969.0,3000.0,2772.0
34021.0,3000.0,2772.0
34072.0,3000.0,2772.0
34124.0,3000.0,2772.0
34177.0,3000.0,2772.0
34228.0,3000.0,2772.0
34280.0,3000.0,2772.0
34331.0,3000.0,2772.0
34383.0,3000.0,2772.0
34436.0,3000.0,2772.0
34487.0,3000.0,2772.0
34539.0,3000.0,2772.0
34591.0,3000.0,2760.0
34642.0,3000.0,2760.0
34695.0,3000.0,2772.0
34746.0,3000.0,2772.0
34798.0,3000.0,2772.0
34850.0,3000.0,2772.0
34902.0,3000.0,2772.0
34954.0,3000.0,2772.0
35006.0,3000.0,2772.0
35057.0,3000.0,2784.0
35109.0,3000.0,2772.0
35161.0,3000.0,2772.0
35213.0,3000.0,2772.0
35265.0,3000.0,2772.0
35316.0,3000.0,2772.0
35368.0,3000.0,2772.0
35421.0,3000.0,2772.0
35472.0,3000.0,2772.0
35524.0,3000.0,2772.0
35575.0,3000.0,2772.0
35628.0,3000.0,2772.0
35680.0,3000.0,2772.0
35731.0,3000.0,2772.0
35783.0,3000.0,2772.0
35834.0,3000.0,2772.0
35887.0,3000.0,2772.0
35939.0,3000.0,2772.0
35990.0,3000.0,2772.0
36042.0,3000.0,2772.0
36094.0,3000.0,2772.0
36146.0,3000.0,2772.0
36198.0,3000.0,2772.0
36249.0,3000.0,2772.0
36301.0,3000.0,2772.0
36354.0,3000.0,2772.0
36405.0,3000.0,2772.0
36457.0,3000.0,2772.0
36509.0,3000.0,2772.0
36560.0,3000.0,2772.0
36613.0,3000.0,2772.0
36664.0,3000.0,2772.0
36716.0,3000.0,2772.0
36768.0,3000.0,2772.0
36819.0,3000.0,2772.0
36872.0,3000.0,2772.0
36924.0,3000.0,2772.0
36975.0,3000.0,2772.0
37027.0,3000.0,2772.0
37079.0,3000.0,2772.0
37131.0,3000.0,2772.0
37183.0,3000.0,2772.0
37234.0,3000.0,2772.0
37286.0,3000.0,2772.0
37339.0,3000.0,2772.0
37390.0,3000.0,2772.0
37442.0,3000.0,2772.0
37493.0,3000.0,2772.0
37545.0,3000.0,2772.0
37598.0,3000.0,2772.0
37649.0,3000.0,2772.0
37701.0,3000.0,2772.0
37752.0,3000.0,2772.0
37805.0,3000.0,2772.0
37857.0,3000.0,2772.0
37908.0,3000.0,2760.0
37960.0,3000.0,2760.0
38012.0,3000.0,2760.0
38064.0,3000.0,2760.0
38116.0,3000.0,2772.0
38168.0,3000.0,2760.0
38219.0,3000.0,2760.0
38272.0,3000.0,2760.0
38323.0,3000.0,2760.0
38375.0,3000.0,2760.0
38427.0,3000.0,2772.0
38478.0,3000.0,2760.0
38531.0,3000.0,2772.0
38583.0,3000.0,2748.0
38634.0,3000.0,2760.0
38686.0,3000.0,2760.0
38737.0,3000.0,2760.0
38790.0,3000.0,2760.0
38842.0,3000.0,2760.0
38893.0,3000.0,2772.0
38945.0,3000.0,2760.0
38998.0,3000.0,2772.0
39049.0,3000.0,2760.0
39101.0,3000.0,2772.0
39152.0,3000.0,2760.0
39204.0,3000.0,2748.0
39257.0,3000.0,2760.0
39308.0,3000.0,2760.0
39360.0,3000.0,2772.0
39411.0,3000.0,2760.0
39463.0,3000.0,2772.0
39516.0,3000.0,2760.0
39567.0,3000.0,2760.0
39619.0,3000.0,2772.0
39671.0,3000.0,2760.0
39723.0,3000.0,2772.0
39775.0,3000.0,2772.0
39826.0,3000.0,2760.0
39878.0,3000.0,2760.0
39930.0,3000.0,2760.0
39982.0,3000.0,2760.0
40034.0,1500.0,2760.0
40086.0,1500.0,2592.0
40137.0,1500.0,2280.0
40189.0,1500.0,2052.0
40241.0,1500.0,1872.0
40293.0,1500.0,1740.0
40345.0,1500.0,1632.0
40396.0,1500.0,1572.0
40449.0,1500.0,1512.0
40500.0,1500.0,1476.0
40552.0,1500.0,1440.0
40604.0,1500.0,1428.0
40655.0,1500.0,1404.0
40708.0,1500.0,1392.0
40759.0,1500.0,1380.0
40811.0,1500.0,1380.0
40863.0,1500.0,1368.0
40914.0,1500.0,1380.0
40967.0,1500.0,1368.0
41018.0,1500.0,1368.0
41070.0,1500.0,1368.0
41121.0,1500.0,1368.0
41174.0,1500.0,1356.0
41226.0,1500.0,1368.0
41277.0,1500.0,1368.0
41329.0,1500.0,1356.0
41380.0,1500.0,1368.0
41433.0,1500.0,1356.0
41485.0,1500.0,1356.0
41536.0,1500.0,1368.0
41588.0,1500.0,1356.0
41639.0,1500.0,1356.0
41692.0,1500.0,1368.0
41744.0,1500.0,1368.0
41795.0,1500.0,1368.0
41847.0,1500.0,1356.0
41899.0,1500.0,1356.0
41951.0,1500.0,1368.0
42003.0,1500.0,1368.0
42054.0,1500.0,1368.0
42106.0,1500.0,1356.0
42158.0,1500.0,1368.0
42210.0,1500.0,1356.0
42262.0,1500.0,1356.0
42313.0,1500.0,1368.0
42365.0,1500.0,1356.0
42417.0,1500.0,1368.0
42469.0,1500.0,1368.0
42520.0,1500.0,1356.0
42572.0,1500.0,1356.0
42625.0,1500.0,1368.0
42676.0,1500.0,1368.0
42728.0,1500.0,1368.0
42779.0,1500.0,1368.0
42831.0,1500.0,1356.0
42884.0,1500.0,1368.0
42935.0,1500.0,1356.0
42987.0,1500.0,1368.0
43038.0,1500.0,1368.0
43090.0,1500.0,1356.0
43143.0,1500.0,1368.0
43194.0,1500.0,1368.0
43246.0,1500.0,1356.0
43297.0,1500.0,1368.0
43350.0,1500.0,1368.0
43402.0,1500.0,1368.0
43453.0,1500.0,1368.0
43505.0,1500.0,1368.0
43556.0,1500.0,1368.0
43609.0,1500.0,1380.0
43660.0,1500.0,1368.0
43712.0,1500.0,1380.0
43764.0,1500.0,1368.0
43815.0,1500.0,1380.0
43868.0,1500.0,1380.0
43919.0,1500.0,1368.0
43971.0,1500.0,1380.0
44023.0,1500.0,1380.0
44075.0,1500.0,1380.0
44127.0,1500.0,1368.0
44178.0,1500.0,1380.0
44230.0,1500.0,1368.0
44282.0,1500.0,1368.0
44334.0,1500.0,1368.0
44386.0,1500.0,1368.0
44437.0,1500.0,1368.0
44489.0,1500.0,1368.0
44541.0,1500.0,1368.0
44593.0,1500.0,1368.0
44645.0,1500.0,1368.0
44696.0,1500.0,1368.0
44748.0,1500.0,1368.0
44800.0,1500.0,1368.0
44852.0,1500.0,1368.0
44904.0,1500.0,1356.0
44955.0,1500.0,1368.0
45007.0,1500.0,1368.0
45059.0,1500.0,1356.0
45111.0,1500.0,1368.0
45163.0,1500.0,1368.0
45214.0,1500.0,1368.0
45266.0,1500.0,1368.0
45318.0,1500.0,1368.0
45370.0,1500.0,1368.0
45422.0,1500.0,1368.0
45473.0,1500.0,1368.0
45526.0,1500.0,1380.0
45577.0,1500.0,1356.0
45629.0,1500.0,1368.0
45681.0,1500.0,1368.0
45732.0,1500.0,1368.0
45785.0,1500.0,1368.0
45836.0,1500.0,1356.0
45888.0,1500.0,1368.0
45939.0,1500.0,1368.0
45991.0,1500.0,1368.0
46044.0,1500.0,1368.0
46095.0,1500.0,1368.0
46147.0,1500.0,1368.0
46198.0,1500.0,1356.0
46251.0,1500.0,1368.0
46303.0,1500.0,1368.0
46354.0,1500.0,1368.0
46406.0,1500.0,1368.0
46457.0,1500.0,1368.0
46510.0,1500.0,1368.0
46562.0,1500.0,1368.0
46613.0,1500.0,1356.0
46665.0,1500.0,1368.0
46716.0,1500.0,1368.0
46769.0,1500.0,1368.0
46821.0,1500.0,1356.0
46872.0,1500.0,1380.0
46924.0,1500.0,1368.0
46976.0,1500.0,1368.0
47028.0,1500.0,1368.0
47079.0,1500.0,1368.0
47131.0,1500.0,1356.0
47183.0,1500.0,1356.0
47235.0,1500.0,1356.0
47287.0,1500.0,1356.0
47338.0,1500.0,1368.0
47390.0,1500.0,1368.0
47442.0,1500.0,1368.0
47494.0,1500.0,1380.0
47546.0,1500.0,1368.0
47597.0,1500.0,1368.0
47649.0,1500.0,1380.0
47702.0,1500.0,1368.0
47753.0,1500.0,1368.0
47805.0,1500.0,1368.0
47856.0,1500.0,1368.0
47908.0,1500.0,1368.0
47961.0,1500.0,1368.0
48012.0,1500.0,1368.0
48064.0,1500.0,1368.0
48115.0,1500.0,1380.0
48167.0,1500.0,1368.0
48219.0,1500.0,1368.0
48271.0,1500.0,1368.0
48323.0,1500.0,1368.0
48374.0,1500.0,1380.0
48427.0,1500.0,1368.0
48478.0,1500.0,1368.0
48530.0,1500.0,1368.0
48582.0,1500.0,1380.0
48633.0,1500.0,1368.0
48686.0,1500.0,1368.0
48737.0,1500.0,1368.0
48789.0,1500.0,1380.0
48841.0,1500.0,1368.0
48892.0,1500.0,1368.0
48945.0,1500.0,1368.0
48996.0,1500.0,1368.0
49048.0,1500.0,1368.0
49099.0,1500.0,1380.0
49152.0,1500.0,1368.0
49204.0,1500.0,1368.0
49255.0,1500.0,1368.0
49307.0,1500.0,1368.0
49358.0,1500.0,1368.0
49411.0,1500.0,1368.0
49463.0,1500.0,1368.0
49514.0,1500.0,1368.0
49566.0,1500.0,1368.0
49617.0,1500.0,1356.0
